,tile_ID,geometry,position
266,266,"POLYGON ((-76.98504760738209 38.89657892182632, -76.98504760738209 38.90356999163647, -76.97606445454089 38.90356999163647, -76.97606445454089 38.89657892182632, -76.98504760738209 38.89657892182632))","[15,14]"
267,267,"POLYGON ((-76.98504760738209 38.90356999163647, -76.98504760738209 38.91056037311766, -76.97606445454089 38.91056037311766, -76.97606445454089 38.90356999163647, -76.98504760738209 38.90356999163647))","[15,13]"
268,268,"POLYGON ((-76.98504760738209 38.91056037311766, -76.98504760738209 38.917550066233616, -76.97606445454089 38.917550066233616, -76.97606445454089 38.91056037311766, -76.98504760738209 38.91056037311766))","[15,12]"
269,269,"POLYGON ((-76.98504760738209 38.917550066233616, -76.98504760738209 38.92453907094813, -76.97606445454089 38.92453907094813, -76.97606445454089 38.917550066233616, -76.98504760738209 38.917550066233616))","[15,11]"
270,270,"POLYGON ((-76.98504760738209 38.92453907094813, -76.98504760738209 38.93152738722498, -76.97606445454089 38.93152738722498, -76.97606445454089 38.92453907094813, -76.98504760738209 38.92453907094813))","[15,10]"
271,271,"POLYGON ((-76.98504760738209 38.93152738722498, -76.98504760738209 38.938515015028074, -76.97606445454089 38.938515015028074, -76.97606445454089 38.93152738722498, -76.98504760738209 38.93152738722498))","[15,9]"
272,272,"POLYGON ((-76.98504760738209 38.938515015028074, -76.98504760738209 38.94550195432127, -76.97606445454089 38.94550195432127, -76.97606445454089 38.938515015028074, -76.98504760738209 38.938515015028074))","[15,8]"
273,273,"POLYGON ((-76.98504760738209 38.94550195432127, -76.98504760738209 38.95248820506855, -76.97606445454089 38.95248820506855, -76.97606445454089 38.94550195432127, -76.98504760738209 38.94550195432127))","[15,7]"
274,274,"POLYGON ((-76.97606445454089 38.84062558786984, -76.97606445454089 38.847622163000544, -76.9670813016997 38.847622163000544, -76.9670813016997 38.84062558786984, -76.97606445454089 38.84062558786984))","[16,23]"
275,275,"POLYGON ((-76.97606445454089 38.847622163000544, -76.97606445454089 38.85461805009407, -76.9670813016997 38.85461805009407, -76.9670813016997 38.847622163000544, -76.97606445454089 38.847622163000544))","[16,22]"
276,276,"POLYGON ((-76.97606445454089 38.85461805009407, -76.97606445454089 38.86161324911378, -76.9670813016997 38.86161324911378, -76.9670813016997 38.85461805009407, -76.97606445454089 38.85461805009407))","[16,21]"
277,277,"POLYGON ((-76.97606445454089 38.86161324911378, -76.97606445454089 38.868607760023096, -76.9670813016997 38.868607760023096, -76.9670813016997 38.86161324911378, -76.97606445454089 38.86161324911378))","[16,20]"
278,278,"POLYGON ((-76.97606445454089 38.868607760023096, -76.97606445454089 38.875601582785485, -76.9670813016997 38.875601582785485, -76.9670813016997 38.868607760023096, -76.97606445454089 38.868607760023096))","[16,19]"
279,279,"POLYGON ((-76.97606445454089 38.875601582785485, -76.97606445454089 38.88259471736445, -76.9670813016997 38.88259471736445, -76.9670813016997 38.875601582785485, -76.97606445454089 38.875601582785485))","[16,17]"
280,280,"POLYGON ((-76.97606445454089 38.88259471736445, -76.97606445454089 38.88958716372352, -76.9670813016997 38.88958716372352, -76.9670813016997 38.88259471736445, -76.97606445454089 38.88259471736445))","[16,16]"
281,281,"POLYGON ((-76.97606445454089 38.88958716372352, -76.97606445454089 38.89657892182632, -76.9670813016997 38.89657892182632, -76.9670813016997 38.88958716372352, -76.97606445454089 38.88958716372352))","[16,15]"
282,282,"POLYGON ((-76.97606445454089 38.89657892182632, -76.97606445454089 38.90356999163647, -76.9670813016997 38.90356999163647, -76.9670813016997 38.89657892182632, -76.97606445454089 38.89657892182632))","[16,14]"
283,283,"POLYGON ((-76.97606445454089 38.90356999163647, -76.97606445454089 38.91056037311766, -76.9670813016997 38.91056037311766, -76.9670813016997 38.90356999163647, -76.97606445454089 38.90356999163647))","[16,13]"
284,284,"POLYGON ((-76.97606445454089 38.91056037311766, -76.97606445454089 38.917550066233616, -76.9670813016997 38.917550066233616, -76.9670813016997 38.91056037311766, -76.97606445454089 38.91056037311766))","[16,12]"
285,285,"POLYGON ((-76.97606445454089 38.917550066233616, -76.97606445454089 38.92453907094813, -76.9670813016997 38.92453907094813, -76.9670813016997 38.917550066233616, -76.97606445454089 38.917550066233616))","[16,11]"
286,286,"POLYGON ((-76.97606445454089 38.92453907094813, -76.97606445454089 38.93152738722498, -76.9670813016997 38.93152738722498, -76.9670813016997 38.92453907094813, -76.97606445454089 38.92453907094813))","[16,10]"
287,287,"POLYGON ((-76.97606445454089 38.93152738722498, -76.97606445454089 38.938515015028074, -76.9670813016997 38.938515015028074, -76.9670813016997 38.93152738722498, -76.97606445454089 38.93152738722498))","[16,9]"
288,288,"POLYGON ((-76.97606445454089 38.938515015028074, -76.97606445454089 38.94550195432127, -76.9670813016997 38.94550195432127, -76.9670813016997 38.938515015028074, -76.97606445454089 38.938515015028074))","[16,8]"
289,289,"POLYGON ((-76.9670813016997 38.847622163000544, -76.9670813016997 38.85461805009407, -76.9580981488585 38.85461805009407, -76.9580981488585 38.847622163000544, -76.9670813016997 38.847622163000544))","[17,22]"
290,290,"POLYGON ((-76.9670813016997 38.85461805009407, -76.9670813016997 38.86161324911378, -76.9580981488585 38.86161324911378, -76.9580981488585 38.85461805009407, -76.9670813016997 38.85461805009407))","[17,21]"
291,291,"POLYGON ((-76.9670813016997 38.86161324911378, -76.9670813016997 38.868607760023096, -76.9580981488585 38.868607760023096, -76.9580981488585 38.86161324911378, -76.9670813016997 38.86161324911378))","[17,20]"
292,292,"POLYGON ((-76.9670813016997 38.868607760023096, -76.9670813016997 38.875601582785485, -76.9580981488585 38.875601582785485, -76.9580981488585 38.868607760023096, -76.9670813016997 38.868607760023096))","[17,19]"
293,293,"POLYGON ((-76.9670813016997 38.875601582785485, -76.9670813016997 38.88259471736445, -76.9580981488585 38.88259471736445, -76.9580981488585 38.875601582785485, -76.9670813016997 38.875601582785485))","[17,17]"
294,294,"POLYGON ((-76.9670813016997 38.88259471736445, -76.9670813016997 38.88958716372352, -76.9580981488585 38.88958716372352, -76.9580981488585 38.88259471736445, -76.9670813016997 38.88259471736445))","[17,16]"
295,295,"POLYGON ((-76.9670813016997 38.88958716372352, -76.9670813016997 38.89657892182632, -76.9580981488585 38.89657892182632, -76.9580981488585 38.88958716372352, -76.9670813016997 38.88958716372352))","[17,15]"
296,296,"POLYGON ((-76.9670813016997 38.89657892182632, -76.9670813016997 38.90356999163647, -76.9580981488585 38.90356999163647, -76.9580981488585 38.89657892182632, -76.9670813016997 38.89657892182632))","[17,14]"
297,297,"POLYGON ((-76.9670813016997 38.90356999163647, -76.9670813016997 38.91056037311766, -76.9580981488585 38.91056037311766, -76.9580981488585 38.90356999163647, -76.9670813016997 38.90356999163647))","[17,13]"
298,298,"POLYGON ((-76.9670813016997 38.91056037311766, -76.9670813016997 38.917550066233616, -76.9580981488585 38.917550066233616, -76.9580981488585 38.91056037311766, -76.9670813016997 38.91056037311766))","[17,12]"
299,299,"POLYGON ((-76.9670813016997 38.917550066233616, -76.9670813016997 38.92453907094813, -76.9580981488585 38.92453907094813, -76.9580981488585 38.917550066233616, -76.9670813016997 38.917550066233616))","[17,11]"
300,300,"POLYGON ((-76.9670813016997 38.92453907094813, -76.9670813016997 38.93152738722498, -76.9580981488585 38.93152738722498, -76.9580981488585 38.92453907094813, -76.9670813016997 38.92453907094813))","[17,10]"
301,301,"POLYGON ((-76.9670813016997 38.93152738722498, -76.9670813016997 38.938515015028074, -76.9580981488585 38.938515015028074, -76.9580981488585 38.93152738722498, -76.9670813016997 38.93152738722498))","[17,9]"
302,302,"POLYGON ((-76.9580981488585 38.85461805009407, -76.9580981488585 38.86161324911378, -76.94911499601729 38.86161324911378, -76.94911499601729 38.85461805009407, -76.9580981488585 38.85461805009407))","[18,21]"
303,303,"POLYGON ((-76.9580981488585 38.86161324911378, -76.9580981488585 38.868607760023096, -76.94911499601729 38.868607760023096, -76.94911499601729 38.86161324911378, -76.9580981488585 38.86161324911378))","[18,20]"
304,304,"POLYGON ((-76.9580981488585 38.868607760023096, -76.9580981488585 38.875601582785485, -76.94911499601729 38.875601582785485, -76.94911499601729 38.868607760023096, -76.9580981488585 38.868607760023096))","[18,19]"
305,305,"POLYGON ((-76.9580981488585 38.875601582785485, -76.9580981488585 38.88259471736445, -76.94911499601729 38.88259471736445, -76.94911499601729 38.875601582785485, -76.9580981488585 38.875601582785485))","[18,17]"
306,306,"POLYGON ((-76.9580981488585 38.88259471736445, -76.9580981488585 38.88958716372352, -76.94911499601729 38.88958716372352, -76.94911499601729 38.88259471736445, -76.9580981488585 38.88259471736445))","[18,16]"
307,307,"POLYGON ((-76.9580981488585 38.88958716372352, -76.9580981488585 38.89657892182632, -76.94911499601729 38.89657892182632, -76.94911499601729 38.88958716372352, -76.9580981488585 38.88958716372352))","[18,15]"
308,308,"POLYGON ((-76.9580981488585 38.89657892182632, -76.9580981488585 38.90356999163647, -76.94911499601729 38.90356999163647, -76.94911499601729 38.89657892182632, -76.9580981488585 38.89657892182632))","[18,14]"
309,309,"POLYGON ((-76.9580981488585 38.90356999163647, -76.9580981488585 38.91056037311766, -76.94911499601729 38.91056037311766, -76.94911499601729 38.90356999163647, -76.9580981488585 38.90356999163647))","[18,13]"
310,310,"POLYGON ((-76.9580981488585 38.91056037311766, -76.9580981488585 38.917550066233616, -76.94911499601729 38.917550066233616, -76.94911499601729 38.91056037311766, -76.9580981488585 38.91056037311766))","[18,12]"
311,311,"POLYGON ((-76.9580981488585 38.917550066233616, -76.9580981488585 38.92453907094813, -76.94911499601729 38.92453907094813, -76.94911499601729 38.917550066233616, -76.9580981488585 38.917550066233616))","[18,11]"
312,312,"POLYGON ((-76.9580981488585 38.92453907094813, -76.9580981488585 38.93152738722498, -76.94911499601729 38.93152738722498, -76.94911499601729 38.92453907094813, -76.9580981488585 38.92453907094813))","[18,10]"
313,313,"POLYGON ((-76.94911499601729 38.86161324911378, -76.94911499601729 38.868607760023096, -76.94013184317609 38.868607760023096, -76.94013184317609 38.86161324911378, -76.94911499601729 38.86161324911378))","[19,20]"
314,314,"POLYGON ((-76.94911499601729 38.868607760023096, -76.94911499601729 38.875601582785485, -76.94013184317609 38.875601582785485, -76.94013184317609 38.868607760023096, -76.94911499601729 38.868607760023096))","[19,19]"
315,315,"POLYGON ((-76.94911499601729 38.875601582785485, -76.94911499601729 38.88259471736445, -76.94013184317609 38.88259471736445, -76.94013184317609 38.875601582785485, -76.94911499601729 38.875601582785485))","[19,17]"
316,316,"POLYGON ((-76.94911499601729 38.88259471736445, -76.94911499601729 38.88958716372352, -76.94013184317609 38.88958716372352, -76.94013184317609 38.88259471736445, -76.94911499601729 38.88259471736445))","[19,16]"
317,317,"POLYGON ((-76.94911499601729 38.88958716372352, -76.94911499601729 38.89657892182632, -76.94013184317609 38.89657892182632, -76.94013184317609 38.88958716372352, -76.94911499601729 38.88958716372352))","[19,15]"
318,318,"POLYGON ((-76.94911499601729 38.89657892182632, -76.94911499601729 38.90356999163647, -76.94013184317609 38.90356999163647, -76.94013184317609 38.89657892182632, -76.94911499601729 38.89657892182632))","[19,14]"
319,319,"POLYGON ((-76.94911499601729 38.90356999163647, -76.94911499601729 38.91056037311766, -76.94013184317609 38.91056037311766, -76.94013184317609 38.90356999163647, -76.94911499601729 38.90356999163647))","[19,13]"
320,320,"POLYGON ((-76.94911499601729 38.91056037311766, -76.94911499601729 38.917550066233616, -76.94013184317609 38.917550066233616, -76.94013184317609 38.91056037311766, -76.94911499601729 38.91056037311766))","[19,12]"
321,321,"POLYGON ((-76.94911499601729 38.917550066233616, -76.94911499601729 38.92453907094813, -76.94013184317609 38.92453907094813, -76.94013184317609 38.917550066233616, -76.94911499601729 38.917550066233616))","[19,11]"
322,322,"POLYGON ((-76.94013184317609 38.868607760023096, -76.94013184317609 38.875601582785485, -76.93114869033491 38.875601582785485, -76.93114869033491 38.868607760023096, -76.94013184317609 38.868607760023096))","[20,19]"
323,323,"POLYGON ((-76.94013184317609 38.875601582785485, -76.94013184317609 38.88259471736445, -76.93114869033491 38.88259471736445, -76.93114869033491 38.875601582785485, -76.94013184317609 38.875601582785485))","[20,17]"
324,324,"POLYGON ((-76.94013184317609 38.88259471736445, -76.94013184317609 38.88958716372352, -76.93114869033491 38.88958716372352, -76.93114869033491 38.88259471736445, -76.94013184317609 38.88259471736445))","[20,16]"
325,325,"POLYGON ((-76.94013184317609 38.88958716372352, -76.94013184317609 38.89657892182632, -76.93114869033491 38.89657892182632, -76.93114869033491 38.88958716372352, -76.94013184317609 38.88958716372352))","[20,15]"
326,326,"POLYGON ((-76.94013184317609 38.89657892182632, -76.94013184317609 38.90356999163647, -76.93114869033491 38.90356999163647, -76.93114869033491 38.89657892182632, -76.94013184317609 38.89657892182632))","[20,14]"
327,327,"POLYGON ((-76.94013184317609 38.90356999163647, -76.94013184317609 38.91056037311766, -76.93114869033491 38.91056037311766, -76.93114869033491 38.90356999163647, -76.94013184317609 38.90356999163647))","[20,13]"
328,328,"POLYGON ((-76.94013184317609 38.91056037311766, -76.94013184317609 38.917550066233616, -76.93114869033491 38.917550066233616, -76.93114869033491 38.91056037311766, -76.94013184317609 38.91056037311766))","[20,12]"
329,329,"POLYGON ((-76.93114869033491 38.875601582785485, -76.93114869033491 38.88259471736445, -76.92216553749371 38.88259471736445, -76.92216553749371 38.875601582785485, -76.93114869033491 38.875601582785485))","[21,17]"
330,330,"POLYGON ((-76.93114869033491 38.88259471736445, -76.93114869033491 38.88958716372352, -76.92216553749371 38.88958716372352, -76.92216553749371 38.88259471736445, -76.93114869033491 38.88259471736445))","[21,16]"
331,331,"POLYGON ((-76.93114869033491 38.88958716372352, -76.93114869033491 38.89657892182632, -76.92216553749371 38.89657892182632, -76.92216553749371 38.88958716372352, -76.93114869033491 38.88958716372352))","[21,15]"
332,332,"POLYGON ((-76.93114869033491 38.89657892182632, -76.93114869033491 38.90356999163647, -76.92216553749371 38.90356999163647, -76.92216553749371 38.89657892182632, -76.93114869033491 38.89657892182632))","[21,14]"
333,333,"POLYGON ((-76.93114869033491 38.90356999163647, -76.93114869033491 38.91056037311766, -76.92216553749371 38.91056037311766, -76.92216553749371 38.90356999163647, -76.93114869033491 38.90356999163647))","[21,13]"
334,334,"POLYGON ((-76.92216553749371 38.88259471736445, -76.92216553749371 38.88958716372352, -76.91318238465252 38.88958716372352, -76.91318238465252 38.88259471736445, -76.92216553749371 38.88259471736445))","[22,16]"
335,335,"POLYGON ((-76.92216553749371 38.88958716372352, -76.92216553749371 38.89657892182632, -76.91318238465252 38.89657892182632, -76.91318238465252 38.88958716372352, -76.92216553749371 38.88958716372352))","[22,15]"
336,336,"POLYGON ((-76.92216553749371 38.89657892182632, -76.92216553749371 38.90356999163647, -76.91318238465252 38.90356999163647, -76.91318238465252 38.89657892182632, -76.92216553749371 38.89657892182632))","[22,14]"
337,337,"POLYGON ((-76.91318238465252 38.88958716372352, -76.91318238465252 38.89657892182632, -76.90419923181132 38.89657892182632, -76.90419923181132 38.88958716372352, -76.91318238465252 38.88958716372352))","[23,15]"
