,tile_ID,geometry,position
133,133,"POLYGON ((-77.03894652442925 38.93152738722498, -77.03894652442925 38.938515015028074, -77.02996337158805 38.938515015028074, -77.02996337158805 38.93152738722498, -77.03894652442925 38.93152738722498))","[9,9]"
134,134,"POLYGON ((-77.03894652442925 38.938515015028074, -77.03894652442925 38.94550195432127, -77.02996337158805 38.94550195432127, -77.02996337158805 38.938515015028074, -77.03894652442925 38.938515015028074))","[9,8]"
135,135,"POLYGON ((-77.03894652442925 38.94550195432127, -77.03894652442925 38.95248820506855, -77.02996337158805 38.95248820506855, -77.02996337158805 38.94550195432127, -77.03894652442925 38.94550195432127))","[9,7]"
136,136,"POLYGON ((-77.03894652442925 38.95248820506855, -77.03894652442925 38.959473767233916, -77.02996337158805 38.959473767233916, -77.02996337158805 38.95248820506855, -77.03894652442925 38.95248820506855))","[9,6]"
137,137,"POLYGON ((-77.03894652442925 38.959473767233916, -77.03894652442925 38.96645864078138, -77.02996337158805 38.96645864078138, -77.02996337158805 38.959473767233916, -77.03894652442925 38.959473767233916))","[9,5]"
138,138,"POLYGON ((-77.03894652442925 38.96645864078138, -77.03894652442925 38.97344282567505, -77.02996337158805 38.97344282567505, -77.02996337158805 38.96645864078138, -77.03894652442925 38.96645864078138))","[9,4]"
139,139,"POLYGON ((-77.03894652442925 38.97344282567505, -77.03894652442925 38.980426321879044, -77.02996337158805 38.980426321879044, -77.02996337158805 38.97344282567505, -77.03894652442925 38.97344282567505))","[9,3]"
140,140,"POLYGON ((-77.03894652442925 38.980426321879044, -77.03894652442925 38.987409129357545, -77.02996337158805 38.987409129357545, -77.02996337158805 38.980426321879044, -77.03894652442925 38.980426321879044))","[9,2]"
141,141,"POLYGON ((-77.03894652442925 38.987409129357545, -77.03894652442925 38.99439124807475, -77.02996337158805 38.99439124807475, -77.02996337158805 38.987409129357545, -77.03894652442925 38.987409129357545))","[9,1]"
142,142,"POLYGON ((-77.02996337158805 38.798631690361624, -77.02996337158805 38.805632392943714, -77.02098021874686 38.805632392943714, -77.02098021874686 38.798631690361624, -77.02996337158805 38.798631690361624))","[10,29]"
143,143,"POLYGON ((-77.02996337158805 38.805632392943714, -77.02996337158805 38.812632407709344, -77.02098021874686 38.812632407709344, -77.02098021874686 38.805632392943714, -77.02996337158805 38.805632392943714))","[10,28]"
144,144,"POLYGON ((-77.02996337158805 38.812632407709344, -77.02996337158805 38.819631734621595, -77.02098021874686 38.819631734621595, -77.02098021874686 38.812632407709344, -77.02996337158805 38.812632407709344))","[10,27]"
145,145,"POLYGON ((-77.02996337158805 38.819631734621595, -77.02996337158805 38.826630373643624, -77.02098021874686 38.826630373643624, -77.02098021874686 38.819631734621595, -77.02996337158805 38.819631734621595))","[10,26]"
146,146,"POLYGON ((-77.02996337158805 38.826630373643624, -77.02996337158805 38.833628324738626, -77.02098021874686 38.833628324738626, -77.02098021874686 38.826630373643624, -77.02996337158805 38.826630373643624))","[10,25]"
147,147,"POLYGON ((-77.02996337158805 38.833628324738626, -77.02996337158805 38.84062558786984, -77.02098021874686 38.84062558786984, -77.02098021874686 38.833628324738626, -77.02996337158805 38.833628324738626))","[10,24]"
148,148,"POLYGON ((-77.02996337158805 38.84062558786984, -77.02996337158805 38.847622163000544, -77.02098021874686 38.847622163000544, -77.02098021874686 38.84062558786984, -77.02996337158805 38.84062558786984))","[10,23]"
149,149,"POLYGON ((-77.02996337158805 38.847622163000544, -77.02996337158805 38.85461805009407, -77.02098021874686 38.85461805009407, -77.02098021874686 38.847622163000544, -77.02996337158805 38.847622163000544))","[10,22]"
150,150,"POLYGON ((-77.02996337158805 38.85461805009407, -77.02996337158805 38.86161324911378, -77.02098021874686 38.86161324911378, -77.02098021874686 38.85461805009407, -77.02996337158805 38.85461805009407))","[10,21]"
151,151,"POLYGON ((-77.02996337158805 38.86161324911378, -77.02996337158805 38.868607760023096, -77.02098021874686 38.868607760023096, -77.02098021874686 38.86161324911378, -77.02996337158805 38.86161324911378))","[10,20]"
152,152,"POLYGON ((-77.02996337158805 38.868607760023096, -77.02996337158805 38.875601582785485, -77.02098021874686 38.875601582785485, -77.02098021874686 38.868607760023096, -77.02996337158805 38.868607760023096))","[10,19]"
153,153,"POLYGON ((-77.02996337158805 38.875601582785485, -77.02996337158805 38.88259471736445, -77.02098021874686 38.88259471736445, -77.02098021874686 38.875601582785485, -77.02996337158805 38.875601582785485))","[10,17]"
154,154,"POLYGON ((-77.02996337158805 38.88259471736445, -77.02996337158805 38.88958716372352, -77.02098021874686 38.88958716372352, -77.02098021874686 38.88259471736445, -77.02996337158805 38.88259471736445))","[10,16]"
155,155,"POLYGON ((-77.02996337158805 38.88958716372352, -77.02996337158805 38.89657892182632, -77.02098021874686 38.89657892182632, -77.02098021874686 38.88958716372352, -77.02996337158805 38.88958716372352))","[10,15]"
156,156,"POLYGON ((-77.02996337158805 38.89657892182632, -77.02996337158805 38.90356999163647, -77.02098021874686 38.90356999163647, -77.02098021874686 38.89657892182632, -77.02996337158805 38.89657892182632))","[10,14]"
157,157,"POLYGON ((-77.02996337158805 38.90356999163647, -77.02996337158805 38.91056037311766, -77.02098021874686 38.91056037311766, -77.02098021874686 38.90356999163647, -77.02996337158805 38.90356999163647))","[10,13]"
158,158,"POLYGON ((-77.02996337158805 38.91056037311766, -77.02996337158805 38.917550066233616, -77.02098021874686 38.917550066233616, -77.02098021874686 38.91056037311766, -77.02996337158805 38.91056037311766))","[10,12]"
159,159,"POLYGON ((-77.02996337158805 38.917550066233616, -77.02996337158805 38.92453907094813, -77.02098021874686 38.92453907094813, -77.02098021874686 38.917550066233616, -77.02996337158805 38.917550066233616))","[10,11]"
160,160,"POLYGON ((-77.02996337158805 38.92453907094813, -77.02996337158805 38.93152738722498, -77.02098021874686 38.93152738722498, -77.02098021874686 38.92453907094813, -77.02996337158805 38.92453907094813))","[10,10]"
161,161,"POLYGON ((-77.02996337158805 38.93152738722498, -77.02996337158805 38.938515015028074, -77.02098021874686 38.938515015028074, -77.02098021874686 38.93152738722498, -77.02996337158805 38.93152738722498))","[10,9]"
162,162,"POLYGON ((-77.02996337158805 38.938515015028074, -77.02996337158805 38.94550195432127, -77.02098021874686 38.94550195432127, -77.02098021874686 38.938515015028074, -77.02996337158805 38.938515015028074))","[10,8]"
163,163,"POLYGON ((-77.02996337158805 38.94550195432127, -77.02996337158805 38.95248820506855, -77.02098021874686 38.95248820506855, -77.02098021874686 38.94550195432127, -77.02996337158805 38.94550195432127))","[10,7]"
164,164,"POLYGON ((-77.02996337158805 38.95248820506855, -77.02996337158805 38.959473767233916, -77.02098021874686 38.959473767233916, -77.02098021874686 38.95248820506855, -77.02996337158805 38.95248820506855))","[10,6]"
165,165,"POLYGON ((-77.02996337158805 38.959473767233916, -77.02996337158805 38.96645864078138, -77.02098021874686 38.96645864078138, -77.02098021874686 38.959473767233916, -77.02996337158805 38.959473767233916))","[10,5]"
166,166,"POLYGON ((-77.02996337158805 38.96645864078138, -77.02996337158805 38.97344282567505, -77.02098021874686 38.97344282567505, -77.02098021874686 38.96645864078138, -77.02996337158805 38.96645864078138))","[10,4]"
167,167,"POLYGON ((-77.02996337158805 38.97344282567505, -77.02996337158805 38.980426321879044, -77.02098021874686 38.980426321879044, -77.02098021874686 38.97344282567505, -77.02996337158805 38.97344282567505))","[10,3]"
168,168,"POLYGON ((-77.02996337158805 38.980426321879044, -77.02996337158805 38.987409129357545, -77.02098021874686 38.987409129357545, -77.02098021874686 38.980426321879044, -77.02996337158805 38.980426321879044))","[10,2]"
169,169,"POLYGON ((-77.02098021874686 38.805632392943714, -77.02098021874686 38.812632407709344, -77.01199706590566 38.812632407709344, -77.01199706590566 38.805632392943714, -77.02098021874686 38.805632392943714))","[11,28]"
170,170,"POLYGON ((-77.02098021874686 38.812632407709344, -77.02098021874686 38.819631734621595, -77.01199706590566 38.819631734621595, -77.01199706590566 38.812632407709344, -77.02098021874686 38.812632407709344))","[11,27]"
171,171,"POLYGON ((-77.02098021874686 38.819631734621595, -77.02098021874686 38.826630373643624, -77.01199706590566 38.826630373643624, -77.01199706590566 38.819631734621595, -77.02098021874686 38.819631734621595))","[11,26]"
172,172,"POLYGON ((-77.02098021874686 38.826630373643624, -77.02098021874686 38.833628324738626, -77.01199706590566 38.833628324738626, -77.01199706590566 38.826630373643624, -77.02098021874686 38.826630373643624))","[11,25]"
173,173,"POLYGON ((-77.02098021874686 38.833628324738626, -77.02098021874686 38.84062558786984, -77.01199706590566 38.84062558786984, -77.01199706590566 38.833628324738626, -77.02098021874686 38.833628324738626))","[11,24]"
174,174,"POLYGON ((-77.02098021874686 38.84062558786984, -77.02098021874686 38.847622163000544, -77.01199706590566 38.847622163000544, -77.01199706590566 38.84062558786984, -77.02098021874686 38.84062558786984))","[11,23]"
175,175,"POLYGON ((-77.02098021874686 38.847622163000544, -77.02098021874686 38.85461805009407, -77.01199706590566 38.85461805009407, -77.01199706590566 38.847622163000544, -77.02098021874686 38.847622163000544))","[11,22]"
176,176,"POLYGON ((-77.02098021874686 38.85461805009407, -77.02098021874686 38.86161324911378, -77.01199706590566 38.86161324911378, -77.01199706590566 38.85461805009407, -77.02098021874686 38.85461805009407))","[11,21]"
177,177,"POLYGON ((-77.02098021874686 38.86161324911378, -77.02098021874686 38.868607760023096, -77.01199706590566 38.868607760023096, -77.01199706590566 38.86161324911378, -77.02098021874686 38.86161324911378))","[11,20]"
178,178,"POLYGON ((-77.02098021874686 38.868607760023096, -77.02098021874686 38.875601582785485, -77.01199706590566 38.875601582785485, -77.01199706590566 38.868607760023096, -77.02098021874686 38.868607760023096))","[11,19]"
179,179,"POLYGON ((-77.02098021874686 38.875601582785485, -77.02098021874686 38.88259471736445, -77.01199706590566 38.88259471736445, -77.01199706590566 38.875601582785485, -77.02098021874686 38.875601582785485))","[11,17]"
180,180,"POLYGON ((-77.02098021874686 38.88259471736445, -77.02098021874686 38.88958716372352, -77.01199706590566 38.88958716372352, -77.01199706590566 38.88259471736445, -77.02098021874686 38.88259471736445))","[11,16]"
181,181,"POLYGON ((-77.02098021874686 38.88958716372352, -77.02098021874686 38.89657892182632, -77.01199706590566 38.89657892182632, -77.01199706590566 38.88958716372352, -77.02098021874686 38.88958716372352))","[11,15]"
182,182,"POLYGON ((-77.02098021874686 38.89657892182632, -77.02098021874686 38.90356999163647, -77.01199706590566 38.90356999163647, -77.01199706590566 38.89657892182632, -77.02098021874686 38.89657892182632))","[11,14]"
183,183,"POLYGON ((-77.02098021874686 38.90356999163647, -77.02098021874686 38.91056037311766, -77.01199706590566 38.91056037311766, -77.01199706590566 38.90356999163647, -77.02098021874686 38.90356999163647))","[11,13]"
184,184,"POLYGON ((-77.02098021874686 38.91056037311766, -77.02098021874686 38.917550066233616, -77.01199706590566 38.917550066233616, -77.01199706590566 38.91056037311766, -77.02098021874686 38.91056037311766))","[11,12]"
185,185,"POLYGON ((-77.02098021874686 38.917550066233616, -77.02098021874686 38.92453907094813, -77.01199706590566 38.92453907094813, -77.01199706590566 38.917550066233616, -77.02098021874686 38.917550066233616))","[11,11]"
186,186,"POLYGON ((-77.02098021874686 38.92453907094813, -77.02098021874686 38.93152738722498, -77.01199706590566 38.93152738722498, -77.01199706590566 38.92453907094813, -77.02098021874686 38.92453907094813))","[11,10]"
187,187,"POLYGON ((-77.02098021874686 38.93152738722498, -77.02098021874686 38.938515015028074, -77.01199706590566 38.938515015028074, -77.01199706590566 38.93152738722498, -77.02098021874686 38.93152738722498))","[11,9]"
188,188,"POLYGON ((-77.02098021874686 38.938515015028074, -77.02098021874686 38.94550195432127, -77.01199706590566 38.94550195432127, -77.01199706590566 38.938515015028074, -77.02098021874686 38.938515015028074))","[11,8]"
189,189,"POLYGON ((-77.02098021874686 38.94550195432127, -77.02098021874686 38.95248820506855, -77.01199706590566 38.95248820506855, -77.01199706590566 38.94550195432127, -77.02098021874686 38.94550195432127))","[11,7]"
190,190,"POLYGON ((-77.02098021874686 38.95248820506855, -77.02098021874686 38.959473767233916, -77.01199706590566 38.959473767233916, -77.01199706590566 38.95248820506855, -77.02098021874686 38.95248820506855))","[11,6]"
191,191,"POLYGON ((-77.02098021874686 38.959473767233916, -77.02098021874686 38.96645864078138, -77.01199706590566 38.96645864078138, -77.01199706590566 38.959473767233916, -77.02098021874686 38.959473767233916))","[11,5]"
192,192,"POLYGON ((-77.02098021874686 38.96645864078138, -77.02098021874686 38.97344282567505, -77.01199706590566 38.97344282567505, -77.01199706590566 38.96645864078138, -77.02098021874686 38.96645864078138))","[11,4]"
193,193,"POLYGON ((-77.02098021874686 38.97344282567505, -77.02098021874686 38.980426321879044, -77.01199706590566 38.980426321879044, -77.01199706590566 38.97344282567505, -77.02098021874686 38.97344282567505))","[11,3]"
194,194,"POLYGON ((-77.01199706590566 38.812632407709344, -77.01199706590566 38.819631734621595, -77.00301391306446 38.819631734621595, -77.00301391306446 38.812632407709344, -77.01199706590566 38.812632407709344))","[12,27]"
195,195,"POLYGON ((-77.01199706590566 38.819631734621595, -77.01199706590566 38.826630373643624, -77.00301391306446 38.826630373643624, -77.00301391306446 38.819631734621595, -77.01199706590566 38.819631734621595))","[12,26]"
196,196,"POLYGON ((-77.01199706590566 38.826630373643624, -77.01199706590566 38.833628324738626, -77.00301391306446 38.833628324738626, -77.00301391306446 38.826630373643624, -77.01199706590566 38.826630373643624))","[12,25]"
197,197,"POLYGON ((-77.01199706590566 38.833628324738626, -77.01199706590566 38.84062558786984, -77.00301391306446 38.84062558786984, -77.00301391306446 38.833628324738626, -77.01199706590566 38.833628324738626))","[12,24]"
198,198,"POLYGON ((-77.01199706590566 38.84062558786984, -77.01199706590566 38.847622163000544, -77.00301391306446 38.847622163000544, -77.00301391306446 38.84062558786984, -77.01199706590566 38.84062558786984))","[12,23]"
199,199,"POLYGON ((-77.01199706590566 38.847622163000544, -77.01199706590566 38.85461805009407, -77.00301391306446 38.85461805009407, -77.00301391306446 38.847622163000544, -77.01199706590566 38.847622163000544))","[12,22]"
200,200,"POLYGON ((-77.01199706590566 38.85461805009407, -77.01199706590566 38.86161324911378, -77.00301391306446 38.86161324911378, -77.00301391306446 38.85461805009407, -77.01199706590566 38.85461805009407))","[12,21]"
201,201,"POLYGON ((-77.01199706590566 38.86161324911378, -77.01199706590566 38.868607760023096, -77.00301391306446 38.868607760023096, -77.00301391306446 38.86161324911378, -77.01199706590566 38.86161324911378))","[12,20]"
202,202,"POLYGON ((-77.01199706590566 38.868607760023096, -77.01199706590566 38.875601582785485, -77.00301391306446 38.875601582785485, -77.00301391306446 38.868607760023096, -77.01199706590566 38.868607760023096))","[12,19]"
203,203,"POLYGON ((-77.01199706590566 38.875601582785485, -77.01199706590566 38.88259471736445, -77.00301391306446 38.88259471736445, -77.00301391306446 38.875601582785485, -77.01199706590566 38.875601582785485))","[12,17]"
204,204,"POLYGON ((-77.01199706590566 38.88259471736445, -77.01199706590566 38.88958716372352, -77.00301391306446 38.88958716372352, -77.00301391306446 38.88259471736445, -77.01199706590566 38.88259471736445))","[12,16]"
205,205,"POLYGON ((-77.01199706590566 38.88958716372352, -77.01199706590566 38.89657892182632, -77.00301391306446 38.89657892182632, -77.00301391306446 38.88958716372352, -77.01199706590566 38.88958716372352))","[12,15]"
206,206,"POLYGON ((-77.01199706590566 38.89657892182632, -77.01199706590566 38.90356999163647, -77.00301391306446 38.90356999163647, -77.00301391306446 38.89657892182632, -77.01199706590566 38.89657892182632))","[12,14]"
207,207,"POLYGON ((-77.01199706590566 38.90356999163647, -77.01199706590566 38.91056037311766, -77.00301391306446 38.91056037311766, -77.00301391306446 38.90356999163647, -77.01199706590566 38.90356999163647))","[12,13]"
208,208,"POLYGON ((-77.01199706590566 38.91056037311766, -77.01199706590566 38.917550066233616, -77.00301391306446 38.917550066233616, -77.00301391306446 38.91056037311766, -77.01199706590566 38.91056037311766))","[12,12]"
209,209,"POLYGON ((-77.01199706590566 38.917550066233616, -77.01199706590566 38.92453907094813, -77.00301391306446 38.92453907094813, -77.00301391306446 38.917550066233616, -77.01199706590566 38.917550066233616))","[12,11]"
210,210,"POLYGON ((-77.01199706590566 38.92453907094813, -77.01199706590566 38.93152738722498, -77.00301391306446 38.93152738722498, -77.00301391306446 38.92453907094813, -77.01199706590566 38.92453907094813))","[12,10]"
211,211,"POLYGON ((-77.01199706590566 38.93152738722498, -77.01199706590566 38.938515015028074, -77.00301391306446 38.938515015028074, -77.00301391306446 38.93152738722498, -77.01199706590566 38.93152738722498))","[12,9]"
212,212,"POLYGON ((-77.01199706590566 38.938515015028074, -77.01199706590566 38.94550195432127, -77.00301391306446 38.94550195432127, -77.00301391306446 38.938515015028074, -77.01199706590566 38.938515015028074))","[12,8]"
213,213,"POLYGON ((-77.01199706590566 38.94550195432127, -77.01199706590566 38.95248820506855, -77.00301391306446 38.95248820506855, -77.00301391306446 38.94550195432127, -77.01199706590566 38.94550195432127))","[12,7]"
214,214,"POLYGON ((-77.01199706590566 38.95248820506855, -77.01199706590566 38.959473767233916, -77.00301391306446 38.959473767233916, -77.00301391306446 38.95248820506855, -77.01199706590566 38.95248820506855))","[12,6]"
215,215,"POLYGON ((-77.01199706590566 38.959473767233916, -77.01199706590566 38.96645864078138, -77.00301391306446 38.96645864078138, -77.00301391306446 38.959473767233916, -77.01199706590566 38.959473767233916))","[12,5]"
216,216,"POLYGON ((-77.01199706590566 38.96645864078138, -77.01199706590566 38.97344282567505, -77.00301391306446 38.97344282567505, -77.00301391306446 38.96645864078138, -77.01199706590566 38.96645864078138))","[12,4]"
217,217,"POLYGON ((-77.00301391306446 38.819631734621595, -77.00301391306446 38.826630373643624, -76.99403076022327 38.826630373643624, -76.99403076022327 38.819631734621595, -77.00301391306446 38.819631734621595))","[13,26]"
218,218,"POLYGON ((-77.00301391306446 38.826630373643624, -77.00301391306446 38.833628324738626, -76.99403076022327 38.833628324738626, -76.99403076022327 38.826630373643624, -77.00301391306446 38.826630373643624))","[13,25]"
219,219,"POLYGON ((-77.00301391306446 38.833628324738626, -77.00301391306446 38.84062558786984, -76.99403076022327 38.84062558786984, -76.99403076022327 38.833628324738626, -77.00301391306446 38.833628324738626))","[13,24]"
220,220,"POLYGON ((-77.00301391306446 38.84062558786984, -77.00301391306446 38.847622163000544, -76.99403076022327 38.847622163000544, -76.99403076022327 38.84062558786984, -77.00301391306446 38.84062558786984))","[13,23]"
221,221,"POLYGON ((-77.00301391306446 38.847622163000544, -77.00301391306446 38.85461805009407, -76.99403076022327 38.85461805009407, -76.99403076022327 38.847622163000544, -77.00301391306446 38.847622163000544))","[13,22]"
222,222,"POLYGON ((-77.00301391306446 38.85461805009407, -77.00301391306446 38.86161324911378, -76.99403076022327 38.86161324911378, -76.99403076022327 38.85461805009407, -77.00301391306446 38.85461805009407))","[13,21]"
223,223,"POLYGON ((-77.00301391306446 38.86161324911378, -77.00301391306446 38.868607760023096, -76.99403076022327 38.868607760023096, -76.99403076022327 38.86161324911378, -77.00301391306446 38.86161324911378))","[13,20]"
224,224,"POLYGON ((-77.00301391306446 38.868607760023096, -77.00301391306446 38.875601582785485, -76.99403076022327 38.875601582785485, -76.99403076022327 38.868607760023096, -77.00301391306446 38.868607760023096))","[13,19]"
225,225,"POLYGON ((-77.00301391306446 38.875601582785485, -77.00301391306446 38.88259471736445, -76.99403076022327 38.88259471736445, -76.99403076022327 38.875601582785485, -77.00301391306446 38.875601582785485))","[13,17]"
226,226,"POLYGON ((-77.00301391306446 38.88259471736445, -77.00301391306446 38.88958716372352, -76.99403076022327 38.88958716372352, -76.99403076022327 38.88259471736445, -77.00301391306446 38.88259471736445))","[13,16]"
227,227,"POLYGON ((-77.00301391306446 38.88958716372352, -77.00301391306446 38.89657892182632, -76.99403076022327 38.89657892182632, -76.99403076022327 38.88958716372352, -77.00301391306446 38.88958716372352))","[13,15]"
228,228,"POLYGON ((-77.00301391306446 38.89657892182632, -77.00301391306446 38.90356999163647, -76.99403076022327 38.90356999163647, -76.99403076022327 38.89657892182632, -77.00301391306446 38.89657892182632))","[13,14]"
229,229,"POLYGON ((-77.00301391306446 38.90356999163647, -77.00301391306446 38.91056037311766, -76.99403076022327 38.91056037311766, -76.99403076022327 38.90356999163647, -77.00301391306446 38.90356999163647))","[13,13]"
230,230,"POLYGON ((-77.00301391306446 38.91056037311766, -77.00301391306446 38.917550066233616, -76.99403076022327 38.917550066233616, -76.99403076022327 38.91056037311766, -77.00301391306446 38.91056037311766))","[13,12]"
231,231,"POLYGON ((-77.00301391306446 38.917550066233616, -77.00301391306446 38.92453907094813, -76.99403076022327 38.92453907094813, -76.99403076022327 38.917550066233616, -77.00301391306446 38.917550066233616))","[13,11]"
232,232,"POLYGON ((-77.00301391306446 38.92453907094813, -77.00301391306446 38.93152738722498, -76.99403076022327 38.93152738722498, -76.99403076022327 38.92453907094813, -77.00301391306446 38.92453907094813))","[13,10]"
233,233,"POLYGON ((-77.00301391306446 38.93152738722498, -77.00301391306446 38.938515015028074, -76.99403076022327 38.938515015028074, -76.99403076022327 38.93152738722498, -77.00301391306446 38.93152738722498))","[13,9]"
234,234,"POLYGON ((-77.00301391306446 38.938515015028074, -77.00301391306446 38.94550195432127, -76.99403076022327 38.94550195432127, -76.99403076022327 38.938515015028074, -77.00301391306446 38.938515015028074))","[13,8]"
235,235,"POLYGON ((-77.00301391306446 38.94550195432127, -77.00301391306446 38.95248820506855, -76.99403076022327 38.95248820506855, -76.99403076022327 38.94550195432127, -77.00301391306446 38.94550195432127))","[13,7]"
236,236,"POLYGON ((-77.00301391306446 38.95248820506855, -77.00301391306446 38.959473767233916, -76.99403076022327 38.959473767233916, -76.99403076022327 38.95248820506855, -77.00301391306446 38.95248820506855))","[13,6]"
237,237,"POLYGON ((-77.00301391306446 38.959473767233916, -77.00301391306446 38.96645864078138, -76.99403076022327 38.96645864078138, -76.99403076022327 38.959473767233916, -77.00301391306446 38.959473767233916))","[13,5]"
238,238,"POLYGON ((-76.99403076022327 38.826630373643624, -76.99403076022327 38.833628324738626, -76.98504760738209 38.833628324738626, -76.98504760738209 38.826630373643624, -76.99403076022327 38.826630373643624))","[14,25]"
239,239,"POLYGON ((-76.99403076022327 38.833628324738626, -76.99403076022327 38.84062558786984, -76.98504760738209 38.84062558786984, -76.98504760738209 38.833628324738626, -76.99403076022327 38.833628324738626))","[14,24]"
240,240,"POLYGON ((-76.99403076022327 38.84062558786984, -76.99403076022327 38.847622163000544, -76.98504760738209 38.847622163000544, -76.98504760738209 38.84062558786984, -76.99403076022327 38.84062558786984))","[14,23]"
241,241,"POLYGON ((-76.99403076022327 38.847622163000544, -76.99403076022327 38.85461805009407, -76.98504760738209 38.85461805009407, -76.98504760738209 38.847622163000544, -76.99403076022327 38.847622163000544))","[14,22]"
242,242,"POLYGON ((-76.99403076022327 38.85461805009407, -76.99403076022327 38.86161324911378, -76.98504760738209 38.86161324911378, -76.98504760738209 38.85461805009407, -76.99403076022327 38.85461805009407))","[14,21]"
243,243,"POLYGON ((-76.99403076022327 38.86161324911378, -76.99403076022327 38.868607760023096, -76.98504760738209 38.868607760023096, -76.98504760738209 38.86161324911378, -76.99403076022327 38.86161324911378))","[14,20]"
244,244,"POLYGON ((-76.99403076022327 38.868607760023096, -76.99403076022327 38.875601582785485, -76.98504760738209 38.875601582785485, -76.98504760738209 38.868607760023096, -76.99403076022327 38.868607760023096))","[14,19]"
245,245,"POLYGON ((-76.99403076022327 38.875601582785485, -76.99403076022327 38.88259471736445, -76.98504760738209 38.88259471736445, -76.98504760738209 38.875601582785485, -76.99403076022327 38.875601582785485))","[14,17]"
246,246,"POLYGON ((-76.99403076022327 38.88259471736445, -76.99403076022327 38.88958716372352, -76.98504760738209 38.88958716372352, -76.98504760738209 38.88259471736445, -76.99403076022327 38.88259471736445))","[14,16]"
247,247,"POLYGON ((-76.99403076022327 38.88958716372352, -76.99403076022327 38.89657892182632, -76.98504760738209 38.89657892182632, -76.98504760738209 38.88958716372352, -76.99403076022327 38.88958716372352))","[14,15]"
248,248,"POLYGON ((-76.99403076022327 38.89657892182632, -76.99403076022327 38.90356999163647, -76.98504760738209 38.90356999163647, -76.98504760738209 38.89657892182632, -76.99403076022327 38.89657892182632))","[14,14]"
249,249,"POLYGON ((-76.99403076022327 38.90356999163647, -76.99403076022327 38.91056037311766, -76.98504760738209 38.91056037311766, -76.98504760738209 38.90356999163647, -76.99403076022327 38.90356999163647))","[14,13]"
250,250,"POLYGON ((-76.99403076022327 38.91056037311766, -76.99403076022327 38.917550066233616, -76.98504760738209 38.917550066233616, -76.98504760738209 38.91056037311766, -76.99403076022327 38.91056037311766))","[14,12]"
251,251,"POLYGON ((-76.99403076022327 38.917550066233616, -76.99403076022327 38.92453907094813, -76.98504760738209 38.92453907094813, -76.98504760738209 38.917550066233616, -76.99403076022327 38.917550066233616))","[14,11]"
252,252,"POLYGON ((-76.99403076022327 38.92453907094813, -76.99403076022327 38.93152738722498, -76.98504760738209 38.93152738722498, -76.98504760738209 38.92453907094813, -76.99403076022327 38.92453907094813))","[14,10]"
253,253,"POLYGON ((-76.99403076022327 38.93152738722498, -76.99403076022327 38.938515015028074, -76.98504760738209 38.938515015028074, -76.98504760738209 38.93152738722498, -76.99403076022327 38.93152738722498))","[14,9]"
254,254,"POLYGON ((-76.99403076022327 38.938515015028074, -76.99403076022327 38.94550195432127, -76.98504760738209 38.94550195432127, -76.98504760738209 38.938515015028074, -76.99403076022327 38.938515015028074))","[14,8]"
255,255,"POLYGON ((-76.99403076022327 38.94550195432127, -76.99403076022327 38.95248820506855, -76.98504760738209 38.95248820506855, -76.98504760738209 38.94550195432127, -76.99403076022327 38.94550195432127))","[14,7]"
256,256,"POLYGON ((-76.99403076022327 38.95248820506855, -76.99403076022327 38.959473767233916, -76.98504760738209 38.959473767233916, -76.98504760738209 38.95248820506855, -76.99403076022327 38.95248820506855))","[14,6]"
257,257,"POLYGON ((-76.98504760738209 38.833628324738626, -76.98504760738209 38.84062558786984, -76.97606445454089 38.84062558786984, -76.97606445454089 38.833628324738626, -76.98504760738209 38.833628324738626))","[15,24]"
258,258,"POLYGON ((-76.98504760738209 38.84062558786984, -76.98504760738209 38.847622163000544, -76.97606445454089 38.847622163000544, -76.97606445454089 38.84062558786984, -76.98504760738209 38.84062558786984))","[15,23]"
259,259,"POLYGON ((-76.98504760738209 38.847622163000544, -76.98504760738209 38.85461805009407, -76.97606445454089 38.85461805009407, -76.97606445454089 38.847622163000544, -76.98504760738209 38.847622163000544))","[15,22]"
260,260,"POLYGON ((-76.98504760738209 38.85461805009407, -76.98504760738209 38.86161324911378, -76.97606445454089 38.86161324911378, -76.97606445454089 38.85461805009407, -76.98504760738209 38.85461805009407))","[15,21]"
261,261,"POLYGON ((-76.98504760738209 38.86161324911378, -76.98504760738209 38.868607760023096, -76.97606445454089 38.868607760023096, -76.97606445454089 38.86161324911378, -76.98504760738209 38.86161324911378))","[15,20]"
262,262,"POLYGON ((-76.98504760738209 38.868607760023096, -76.98504760738209 38.875601582785485, -76.97606445454089 38.875601582785485, -76.97606445454089 38.868607760023096, -76.98504760738209 38.868607760023096))","[15,19]"
263,263,"POLYGON ((-76.98504760738209 38.875601582785485, -76.98504760738209 38.88259471736445, -76.97606445454089 38.88259471736445, -76.97606445454089 38.875601582785485, -76.98504760738209 38.875601582785485))","[15,17]"
264,264,"POLYGON ((-76.98504760738209 38.88259471736445, -76.98504760738209 38.88958716372352, -76.97606445454089 38.88958716372352, -76.97606445454089 38.88259471736445, -76.98504760738209 38.88259471736445))","[15,16]"
265,265,"POLYGON ((-76.98504760738209 38.88958716372352, -76.98504760738209 38.89657892182632, -76.97606445454089 38.89657892182632, -76.97606445454089 38.88958716372352, -76.98504760738209 38.88958716372352))","[15,15]"
